ID,101,102,105,107,110,113,114,116,119,120,128,130,135,139,140,141,143,145,147,149,150,151,154,156,158,159,166,167,170,174,175,181,182,185,186,190,191,194,197,199,Condition,order,atc_passed
249,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,second,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,2,True
250,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funerals,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instructions,particles,predecessor,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
251,paycheck,girl,achievement,relationships,song,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particle,predecessors,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
252,paycheck,girls,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particles,predecessors,affiliations,referrals,pillar,towns,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
253,paychecks,girls,achievement,relationships,songs,friendships,victories,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,liter,megabyte,gigahertz,thousand,small,narrow,NEGATIVE,1,True
254,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particles,predecessors,affiliations,referrals,pillar,town,minute,mile,kilometer,tablespoon,cup,megabyte,hertz,thousand,big,wide,POSITIVE,3,True
255,paychecks,girls,achievements,relationship,songs,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instructions,-99,predecessors,affiliations,referrals,pillar,towns,second,yard,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
256,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,narrow,POSITIVE,2,True
257,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
258,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winners,bonus,homicide,deficiencies,killer,funerals,nightmares,rapist,difficulty,crime,failures,deaths,proposal,sites,region,instructions,particle,predecessor,affiliation,referral,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
259,paychecks,girls,achievement,relationship,songs,friendship,victory,miracles,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,big,narrow,NEGATIVE,1,True
260,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
261,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,wide,NEGATIVE,1,True
262,paycheck,girls,achievement,relationship,songs,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,minute,yard,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,narrow,POSITIVE,3,True
263,paycheck,girl,achievement,relationships,song,friendship,victories,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillars,town,minute,mile,centimeter,teaspoon,liter,megabyte,gigahertz,hundred,small,narrow,NEGATIVE,2,True
264,paycheck,girl,achievement,relationship,-99,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,region,instructions,particles,predecessors,affiliation,referral,pillar,town,second,mile,kilometer,teaspoon,liter,megabyte,gigahertz,thousand,big,wide,NEGATIVE,1,True
265,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,NEGATIVE,3,True
266,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,town,second,mile,kilometer,tablespoon,liter,gigabyte,hertz,thousand,big,narrow,NEGATIVE,2,True
267,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
268,paychecks,girls,achievement,relationships,song,friendship,victories,miracles,winner,bonus,homicide,deficiency,killers,funeral,nightmares,rapists,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillar,towns,second,yard,kilometer,teaspoon,cup,gigabyte,gigahertz,hundred,small,wide,NEGATIVE,3,True
269,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonuses,homicides,deficiency,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instruction,particle,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
270,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instruction,particle,predecessor,affiliation,referral,-99,towns,-99,mile,kilometer,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
271,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,NEGATIVE,3,True
272,paychecks,girls,achievements,relationships,song,friendships,victories,miracle,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,-99,difficulty,crime,failure,death,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
273,paychecks,girl,achievements,relationships,songs,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killers,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,hertz,thousand,big,narrow,POSITIVE,1,True
274,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crime,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
275,paycheck,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessor,affiliations,referral,pillars,town,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,big,narrow,NEGATIVE,3,True
276,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
277,paycheck,girl,achievement,relationships,song,friendship,victories,miracle,winner,bonus,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulty,crimes,failure,death,proposal,site,regions,instructions,particle,predecessors,affiliations,referral,pillars,town,minute,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,small,narrow,POSITIVE,2,True
278,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instruction,particles,predecessors,affiliations,referrals,pillar,towns,second,yard,centimeter,teaspoon,cup,gigabyte,hertz,hundred,small,wide,NEGATIVE,2,True
279,paycheck,girls,achievements,relationship,songs,friendship,victories,miracle,winners,bonuses,homicide,deficiency,killers,funeral,nightmare,rapist,difficulties,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessor,affiliation,referrals,pillars,town,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,hundred,big,wide,POSITIVE,1,True
280,paychecks,girl,achievement,relationships,songs,friendships,victories,-99,winner,bonus,homicides,deficiencies,killer,funeral,nightmares,rapists,difficulty,crime,failure,death,proposal,site,region,instructions,particle,predecessors,affiliation,referrals,pillar,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,narrow,NEGATIVE,2,True
281,paychecks,girl,achievements,relationships,song,friendship,victory,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,small,narrow,POSITIVE,2,True
282,paycheck,girls,achievements,relationships,songs,friendships,victories,-99,winners,bonuses,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,narrow,NEGATIVE,2,True
283,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funerals,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
284,paycheck,girl,achievement,relationship,song,friendships,victory,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particle,predecessors,affiliation,referral,pillar,towns,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
285,paycheck,girls,achievements,relationship,songs,friendships,victory,miracles,winners,bonuses,homicide,deficiency,killer,funerals,nightmare,rapist,difficulties,crime,failures,deaths,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,town,minute,yard,kilometer,tablespoon,cup,gigabyte,gigahertz,hundred,small,wide,POSITIVE,3,True
286,paychecks,girls,achievement,relationships,songs,friendships,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,site,regions,instruction,particle,predecessor,affiliation,referral,pillars,town,second,yard,centimeter,tablespoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
287,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funerals,nightmare,rapist,difficulty,crime,failure,death,proposals,site,region,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,kilometer,tablespoon,liter,megabyte,gigahertz,hundred,small,narrow,POSITIVE,2,True
288,paycheck,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,death,proposals,sites,region,instructions,particles,predecessors,affiliation,referrals,pillar,towns,second,yard,centimeter,tablespoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
289,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funerals,nightmares,rapist,difficulty,crimes,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,kilometer,tablespoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
290,paychecks,girl,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instruction,particles,predecessor,affiliations,referrals,pillar,towns,minute,yard,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
291,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killer,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
292,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instruction,particle,predecessor,affiliations,referral,pillar,towns,minute,yard,kilometer,teaspoon,cup,megabyte,gigahertz,thousand,small,narrow,POSITIVE,1,True
293,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillar,town,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
294,paychecks,girl,achievements,relationship,songs,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particles,predecessors,affiliation,referrals,pillar,town,minute,mile,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,narrow,POSITIVE,2,True
295,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particle,predecessor,affiliations,referral,pillar,town,minute,yard,kilometer,tablespoon,liter,megabyte,hertz,hundred,small,wide,NEGATIVE,2,True
296,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,regions,instructions,particles,predecessors,affiliations,referral,pillars,town,minute,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,2,True
297,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
298,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killers,funeral,nightmares,rapist,difficulty,crimes,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
299,paychecks,girls,achievement,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,death,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,second,yard,kilometer,teaspoon,cup,megabyte,gigahertz,thousand,big,narrow,NEGATIVE,1,True
